id,fund_type,department_code,fund_code,organization_code,organization_description,division_code,division_description,section_code,sub_section_code,sub_section_description,schedule_grade,bargaining_unit,title_code,budgeted_unit,position_control,budgeted_pay_rate,total_budgeted_amount,total_budgeted_unit_people,total_budgeted_unit_time
5235,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3215,4235,Event Permits,BX 15,10,1756,Annual,1,64704,64704,1.0,
5236,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3215,4235,Event Permits,B 06,1,0443,Hourly,0,19,19604,,1040.0
5237,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3215,4235,Event Permits,1 00,0,0015,Annual,0,3973,3973,,0.0
5238,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,1 00,9,9679,Annual,1,111144,111144,1.0,
5239,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,BX 17,20,1778,Annual,1,105420,105420,1.0,
5240,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,3 00,10,1757,Annual,1,95736,95736,1.0,
5241,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,3 00,10,1757,Annual,1,92004,92004,1.0,
5242,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,BX 15,10,1756,Annual,1,67800,67800,1.0,
5243,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,BX 16,10,0347,Annual,1,96096,96096,1.0,
5244,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,BX 16,10,0347,Annual,1,72024,72024,1.0,
5245,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,BX 16,10,0347,Annual,1,64704,129408,2.0,
5246,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3220,0,,3 00,9,0346,Annual,1,102636,102636,1.0,
5247,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,BX 16,10,5737,Annual,1,105420,105420,1.0,
5248,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,BX 15,10,1912,Annual,1,87564,87564,1.0,
5249,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,3 00,10,1757,Annual,1,92004,92004,1.0,
5250,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,3 00,10,1757,Annual,1,89304,89304,1.0,
5251,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,BX 15,10,1756,Annual,1,70272,70272,1.0,
5252,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,BX 15,10,1756,Annual,1,67800,67800,1.0,
5253,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,BX 17,10,0790,Annual,1,79020,79020,1.0,
5254,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,BX 14,10,0789,Annual,1,83628,83628,1.0,
5255,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,3 00,0,0705,Annual,1,103680,103680,1.0,
5256,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3225,0,,1 00,0,0015,Annual,0,4880,4880,,0.0
5257,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,0,,1 00,9,9679,Annual,1,113376,113376,1.0,
5258,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,0,,3 00,10,1757,Annual,1,92004,92004,1.0,
5259,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,0,,BX 15,10,1756,Annual,1,83628,83628,1.0,
5260,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,0,,BX 15,10,1756,Annual,1,64704,64704,1.0,
5261,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,0,,BX 17,10,0634,Annual,1,105420,105420,1.0,
5262,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,0,,B 12,1,0303,Annual,1,79872,79872,1.0,
5263,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3232,0,,1 00,0,0015,Annual,0,3026,3026,,0.0
5264,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3235,0,,1 00,9,9684,Annual,1,106812,106812,1.0,
5265,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3235,0,,1 00,9,9684,Annual,1,92004,92004,1.0,
5266,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3235,0,,BX 15,10,1756,Annual,1,67800,67800,1.0,
5267,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3235,0,,BX 15,10,1756,Annual,1,61776,61776,1.0,
5268,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3235,0,,3 00,0,1430,Annual,1,70284,70284,1.0,
5269,Local,23,0355,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3235,0,,1 00,0,0015,Annual,0,2318,2318,,0.0
5270,Local,3,0610,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3020,0,,GY 08,0,1221,Annual,1,75408,75408,1.0,
5271,Local,3,0610,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3020,0,,GY 06,0,1219,Annual,1,64320,64320,1.0,
5272,Local,3,0610,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3027,0,,GY 07,20,1125,Annual,1,70140,70140,1.0,
5273,Local,3,0610,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3027,0,,1 00,0,0015,Annual,0,495,495,,0.0
5274,Local,27,0610,1005,FINANCE,2012,Accounting and Financial Reporting,3019,4054,Enterprise Auditing and Accounting,B 13,4,0110,Annual,1,100716,100716,1.0,
5275,Local,27,0610,1005,FINANCE,2012,Accounting and Financial Reporting,3019,4054,Enterprise Auditing and Accounting,B 13,4,0110,Annual,1,72048,72048,1.0,
5276,Local,27,0610,1005,FINANCE,2012,Accounting and Financial Reporting,3019,4054,Enterprise Auditing and Accounting,1 00,0,0015,Annual,0,3040,3040,,0.0
5277,Local,27,0610,1005,FINANCE,2015,Financial Strategy and Operations,3016,4079,Employee Benefits Management,G 07,4,0193,Annual,1,109620,109620,1.0,
5278,Local,27,0610,1005,FINANCE,2015,Financial Strategy and Operations,3016,4080,Risk Management,B 13,1,0308,Annual,1,96096,96096,1.0,
5279,Local,28,0610,1005,OFFICE OF CITY TREASURER,2005,Office of City Treasurer,3010,0,,BX 17,10,0634,Annual,1,72024,72024,1.0,
5280,Local,28,0610,1005,OFFICE OF CITY TREASURER,2005,Office of City Treasurer,3010,0,,3 00,0,0242,Annual,1,92928,92928,1.0,
5281,Local,28,0610,1005,OFFICE OF CITY TREASURER,2005,Office of City Treasurer,3015,0,,B 13,1,0308,Annual,1,65676,65676,1.0,
5282,Local,31,0610,1005,LAW,2005,Department of Law,3038,4019,Aviation Litigation-Midway,1 00,9,1652,Annual,1,130884,130884,1.0,
5283,Local,31,0610,1005,LAW,2005,Department of Law,3038,4019,Aviation Litigation-Midway,L 05,9,1641,Annual,1,98424,98424,1.0,
5284,Local,31,0610,1005,LAW,2005,Department of Law,3644,0,,L 05,9,1641,Annual,1,130020,130020,1.0,
5285,Local,33,0610,1005,HUMAN RESOURCES,2005,Department of Human Resources,3620,0,,G 08,4,1380,Annual,1,113484,113484,1.0,
5286,Local,35,0610,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,4110,Enterprise Procurement,BX 17,0,1508,Annual,1,110436,110436,1.0,
5287,Local,35,0610,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,4110,Enterprise Procurement,BX 17,0,1508,Annual,1,79020,79020,1.0,
5288,Local,35,0610,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,4110,Enterprise Procurement,B 15,1,1507,Annual,1,82836,82836,1.0,
5289,Local,35,0610,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,4110,Enterprise Procurement,B 15,1,1507,Annual,1,69888,69888,1.0,
5290,Local,35,0610,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3012,4110,Enterprise Procurement,1 00,0,0015,Annual,0,3045,3045,,0.0
5291,Local,35,0610,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3022,0,,G 06,1,1504,Annual,1,74844,74844,1.0,
5292,Local,35,0610,1005,PROCUREMENT SERVICES,2005,Department of Procurement Services,3022,0,,1 00,0,0015,Annual,0,2348,2348,,0.0
5293,Local,38,0610,1005,AIS,2140,Bureau of Fleet Operations,3224,0,,2 0,8,7160,Hourly,1,26,216986,4.0,
5294,Local,38,0610,1005,AIS,2140,Bureau of Fleet Operations,3224,0,,P 12,8,7136,Annual,1,79848,79848,1.0,
5295,Local,38,0610,1005,AIS,2140,Bureau of Fleet Operations,3224,0,,BX 18,10,7047,Annual,1,96096,96096,1.0,
5296,Local,38,0610,1005,AIS,2140,Bureau of Fleet Operations,3224,0,,2 0,36,6679,Hourly,1,52,217069,2.0,
5297,Local,38,0610,1005,AIS,2140,Bureau of Fleet Operations,3224,0,,2 0,36,6674,Hourly,1,50,103334,1.0,
5298,Local,38,0610,1005,AIS,2140,Bureau of Fleet Operations,3224,0,,2 0,36,6673,Hourly,1,50,620006,6.0,
5299,Local,38,0610,1005,AIS,2140,Bureau of Fleet Operations,3224,0,,1 00,0,0012,Annual,0,10214,10214,,0.0
5300,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,E 04,73,9173,Annual,1,136116,136116,1.0,
5301,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,E 03,71,9171,Annual,1,124920,499680,4.0,
5302,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,E 03,71,9171,Annual,1,121020,121020,1.0,
5303,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,E 03,71,9171,Annual,1,117246,351738,3.0,
5304,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 01,91,9161,Annual,1,96060,2785740,29.0,
5305,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 01,91,9161,Annual,1,93354,933540,10.0,
5306,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 01,91,9161,Annual,1,90024,360096,4.0,
5307,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 01,91,9161,Annual,1,87006,87006,1.0,
5308,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 01,91,9161,Annual,1,48078,528858,11.0,
5309,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 02,91,9155,Annual,1,100980,100980,1.0,
5310,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 02,91,9155,Annual,1,68616,137232,2.0,
5311,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 02,91,9153,Annual,1,98052,294156,3.0,
5312,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 02,91,9153,Annual,1,94524,94524,1.0,
5313,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,D 02,91,9153,Annual,1,91338,182676,2.0,
5314,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,B 09,1,0665,Annual,1,69468,69468,1.0,
5315,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,1 00,0,0015,Annual,0,212,212,,0.0
5316,Local,57,0610,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3336,0,,1 00,0,0011,Annual,0,16628,16628,,0.0
5317,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,I 10,2,9112,Annual,1,70032,140064,2.0,
5318,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,I 10,2,9112,Annual,1,39600,277200,7.0,
5319,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,I 12,2,9105,Annual,1,54840,109680,2.0,
5320,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,I 12,2,9105,Annual,1,52296,104592,2.0,
5321,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,I 12,2,9105,Annual,1,47640,47640,1.0,
5322,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,I 10,2,9104,Hourly,0,22,6072496,,281004.0
5323,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,BX 16,10,6290,Annual,1,75408,75408,1.0,
5324,Local,58,0610,1010,OEMC,2705,Office of Emergency Management and Communications,3050,4645,Traffic Management Authority,1 00,0,0015,Annual,0,18485,18485,,0.0
5325,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8820,Annual,1,121680,121680,1.0,
5326,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8820,Annual,1,114096,114096,1.0,
5327,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 5B,87,8817,Annual,1,151026,151026,1.0,
5328,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 5B,87,8817,Annual,1,146538,146538,1.0,
5329,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 4B,87,8811,Annual,1,134490,268980,2.0,
5330,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 4B,87,8811,Annual,1,130272,390816,3.0,
5331,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 4B,87,8811,Annual,1,126216,126216,1.0,
5332,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8807,Annual,1,121680,365040,3.0,
5333,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8807,Annual,1,114096,114096,1.0,
5334,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8807,Annual,1,110226,330678,3.0,
5335,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 01,87,8802,Annual,1,62160,62160,1.0,
5336,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 1B,87,8801,Annual,1,109662,548310,5.0,
5337,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 1B,87,8801,Annual,1,105420,527100,5.0,
5338,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 1B,87,8801,Annual,1,101874,305622,3.0,
5339,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 1B,87,8801,Annual,1,98424,98424,1.0,
5340,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 1B,87,8801,Annual,1,65940,197820,3.0,
5341,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 05,89,8761,Annual,1,134076,134076,1.0,
5342,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 05,87,8737,Annual,1,142380,142380,1.0,
5343,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8733,Annual,1,111474,111474,1.0,
5344,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8733,Annual,1,107568,107568,1.0,
5345,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 3A,87,8733,Annual,1,103914,103914,1.0,
5346,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 01,87,8731,Annual,1,107514,107514,1.0,
5347,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 01,87,8731,Annual,1,103410,310230,3.0,
5348,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 01,87,8731,Annual,1,62160,559440,9.0,
5349,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 03,87,8730,Annual,1,76854,76854,1.0,
5350,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 02,87,8728,Annual,1,78234,78234,1.0,
5351,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4618,Fire Suppression and Rescue,F 6B,87,8701,Annual,1,165048,495144,3.0,
5352,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4620,Emergency Medical Services,F 01,87,8750,Annual,1,107514,107514,1.0,
5353,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4620,Emergency Medical Services,F 01,87,8750,Annual,1,99390,198780,2.0,
5354,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4620,Emergency Medical Services,F 01,87,8750,Annual,1,62160,124320,2.0,
5355,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4620,Emergency Medical Services,F 3A,87,8749,Annual,1,111474,111474,1.0,
5356,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4620,Emergency Medical Services,F 3A,87,8749,Annual,1,103914,311742,3.0,
5357,Local,59,0610,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,4620,Emergency Medical Services,F 05,87,8745,Annual,1,142380,142380,1.0,
5358,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,1 00,9,9813,Annual,1,175728,175728,1.0,
5359,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,BX 15,10,7011,Annual,1,87564,87564,1.0,
5360,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,BX 15,10,1912,Annual,1,58968,58968,1.0,
5361,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,B 12,1,1342,Annual,1,83676,83676,1.0,
5362,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,3 00,9,0313,Annual,1,101628,101628,1.0,
5363,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,3 00,9,0311,Annual,1,87540,87540,1.0,
5364,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,3 00,0,0310,Annual,1,92004,184008,2.0,
5365,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,B 13,1,0308,Annual,1,87636,87636,1.0,
5366,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,G 07,4,0124,Annual,1,109620,109620,1.0,
5367,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4300,Administration,1 00,0,0015,Annual,0,1404,1404,,0.0
5368,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4303,Custodial/Labor Services,2 0,54,9535,Hourly,1,27,55162,1.0,
5369,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4303,Custodial/Labor Services,2 0,54,9535,Hourly,1,25,51875,1.0,
5370,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4303,Custodial/Labor Services,2 0,54,9535,Hourly,1,24,50315,1.0,
5371,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4303,Custodial/Labor Services,2 0,54,9535,Hourly,1,23,48797,1.0,
5372,Local,85,0610,1005,AVIATION,2010,Chicago Midway Airport,3010,4303,Custodial/Labor Services,2 0,54,9535,Hourly,1,23,141898,3.0,
