FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,GY 05,20,1103,Budget Analyst,Annual,1,1,52896,52896
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,3 00,0,0705,Director of Public Affairs,Annual,1,1,103680,103680
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,3 00,0,0603,Assistant Director of Information Systems,Annual,1,1,110052,110052
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,BX 13,20,0366,Staff Assistant - Excluded,Annual,1,1,70608,70608
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,68472,68472
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,501676,501676
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7433,7433
Grant,27,DOF,0075,Grants Management Fund,1005,FINANCE,2855,Central Grants Management,3855,Central Grants Management,0,,B 11,1,0190,Accounting Technician II,Annual,1,1,49692,49692
Grant,27,DOF,0075,Grants Management Fund,1005,FINANCE,2855,Central Grants Management,3855,Central Grants Management,0,,G 07,4,0104,Accountant IV,Annual,1,1,86688,86688
Grant,27,DOF,0075,Grants Management Fund,1005,FINANCE,2855,Central Grants Management,3855,Central Grants Management,0,,G 06,4,0103,Accountant III,Annual,3,1,69048,207144
Grant,27,DOF,0075,Grants Management Fund,1005,FINANCE,2855,Central Grants Management,3855,Central Grants Management,0,,B 12,4,0101,Accountant I,Annual,1,1,59820,59820
Grant,27,DOF,0075,Grants Management Fund,1005,FINANCE,2855,Central Grants Management,3855,Central Grants Management,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,183158,183158
Grant,27,DOF,0075,Grants Management Fund,1005,FINANCE,2855,Central Grants Management,3855,Central Grants Management,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3430,3430
Grant,41,CDPH,0H04,Family Connects,1005,DEPARTMENT OF PUBLIC HEALTH,281V,Family Connects,381V,Family Connects,0,,S 05,37,3752,Public Health Nurse II,Annual,2,1,116184,232368
Grant,41,CDPH,0H04,Family Connects,1005,DEPARTMENT OF PUBLIC HEALTH,281V,Family Connects,381V,Family Connects,0,,S 05,37,3752,Public Health Nurse II,Annual,1,1,110640,110640
Grant,41,CDPH,0H04,Family Connects,1005,DEPARTMENT OF PUBLIC HEALTH,281V,Family Connects,381V,Family Connects,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,155760,155760
Grant,41,CDPH,0H04,Family Connects,1005,DEPARTMENT OF PUBLIC HEALTH,281V,Family Connects,381V,Family Connects,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,3430,3430
Grant,41,CDPH,0H26,Resource Conservation and Recovery Act - Subtitle D,1005,DEPARTMENT OF PUBLIC HEALTH,2721,Resource Conservation,3721,Resource Conservation,0,,3 00,9,0313,Assistant Commissioner,Annual,1,1,105756,105756
Grant,41,CDPH,0H26,Resource Conservation and Recovery Act - Subtitle D,1005,DEPARTMENT OF PUBLIC HEALTH,2721,Resource Conservation,3721,Resource Conservation,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,48024,48024
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 15,10,0948,Studio Equipment Engineer,Annual,2,1,61776,123552
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 12,10,0945,Senior Studio Equipment Operator,Annual,1,1,68472,68472
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 16,10,0944,Coordinator of Studio Operations,Annual,1,1,96096,96096
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 14,10,0940,Senior Producer/Writer,Annual,1,1,76164,76164
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 12,10,0938,Senior Videographer,Annual,1,1,62376,62376
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 12,10,0938,Senior Videographer,Annual,1,1,44604,44604
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 14,10,0926,Television Production Specialist,Annual,1,1,58968,58968
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,B 14,1,0703,Public Relations Representative III,Annual,1,1,68772,68772
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,272007,272007
Grant,70,BACP,0P20,Illinois Department of Commerce and Economic Opportunity,1005,BACP,2815,Cable Local Origination,3815,Cable Local Origination,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,14763,14763
Grant,41,CDPH,0U07,Lead Poisoning Surveillance,1005,DEPARTMENT OF PUBLIC HEALTH,280L,Lead Poisoning Surveillance,380L,Lead Poisoning Surveillance,0,,B 14,4,3466,Public Health Administrator II,Annual,1,1,96096,96096
Grant,41,CDPH,0U07,Lead Poisoning Surveillance,1005,DEPARTMENT OF PUBLIC HEALTH,280L,Lead Poisoning Surveillance,380L,Lead Poisoning Surveillance,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,43637,43637
Grant,41,CDPH,0U09,Hospital Preparedness Program (HPP),1005,DEPARTMENT OF PUBLIC HEALTH,2883,Hospital Preparedness Program (HPP),3819,Hospital Preparedness Program (HPP),0,,B 16,4,8620,Senior Emergency Management Coordinator,Annual,2,1,76716,153432
Grant,41,CDPH,0U09,Hospital Preparedness Program (HPP),1005,DEPARTMENT OF PUBLIC HEALTH,2883,Hospital Preparedness Program (HPP),3819,Hospital Preparedness Program (HPP),0,,G 07,3,2989,Grants Research Specialist,Annual,1,1,76248,76248
Grant,41,CDPH,0U09,Hospital Preparedness Program (HPP),1005,DEPARTMENT OF PUBLIC HEALTH,2883,Hospital Preparedness Program (HPP),3819,Hospital Preparedness Program (HPP),0,,3 00,9,0311,Projects Administrator,Annual,1,1,111144,111144
Grant,41,CDPH,0U09,Hospital Preparedness Program (HPP),1005,DEPARTMENT OF PUBLIC HEALTH,2883,Hospital Preparedness Program (HPP),3819,Hospital Preparedness Program (HPP),0,,3 00,0,0310,Project Manager,Annual,1,1,89340,89340
Grant,41,CDPH,0U09,Hospital Preparedness Program (HPP),1005,DEPARTMENT OF PUBLIC HEALTH,2883,Hospital Preparedness Program (HPP),3819,Hospital Preparedness Program (HPP),0,,G 07,4,0193,Auditor III,Annual,1,1,109620,109620
Grant,41,CDPH,0U09,Hospital Preparedness Program (HPP),1005,DEPARTMENT OF PUBLIC HEALTH,2883,Hospital Preparedness Program (HPP),3819,Hospital Preparedness Program (HPP),0,,1 00,0,0044,Fringe Benefits,Annual,0,0,245114,245114
Grant,38,AIS,0U10,Public Health Emergency Preparedness (PHEP),1005,AIS,2853,Public Health Emergency Preparedness (PHEP),3853,Public Health Emergency Preparedness (PHEP),0,,G 08,4,0635,Senior Programmer/Analyst,Annual,1,1,119712,119712
Grant,38,AIS,0U10,Public Health Emergency Preparedness (PHEP),1005,AIS,2853,Public Health Emergency Preparedness (PHEP),3853,Public Health Emergency Preparedness (PHEP),0,,B 15,1,0627,Senior Telecommunications Specialist,Annual,1,1,100716,100716
Grant,38,AIS,0U10,Public Health Emergency Preparedness (PHEP),1005,AIS,2853,Public Health Emergency Preparedness (PHEP),3853,Public Health Emergency Preparedness (PHEP),0,,G 10,4,0625,Chief Programmer/Analyst,Annual,1,1,139392,139392
Grant,38,AIS,0U10,Public Health Emergency Preparedness (PHEP),1005,AIS,2853,Public Health Emergency Preparedness (PHEP),3853,Public Health Emergency Preparedness (PHEP),0,,1 00,0,0044,Fringe Benefits,Annual,0,0,163394,163394
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,1 00,9,9679,Deputy Commissioner,Annual,1,1,123996,123996
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 17,3,8621,Manager of Emergency Management Services,Annual,1,1,110508,110508
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 16,4,8620,Senior Emergency Management Coordinator,Annual,2,1,82836,165672
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 16,4,8620,Senior Emergency Management Coordinator,Annual,2,1,79068,158136
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,SZ 07,56,3754,Public Health Nurse IV,Annual,1,1,117252,117252
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,G 08,4,3548,Psychologist,Annual,1,1,119712,119712
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 14,4,3466,Public Health Administrator II,Annual,1,1,105588,105588
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 15,3,3442,Regional Communicable Disease Investigator,Annual,1,1,115788,115788
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,1,1,52896,52896
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,GY 11,20,3408,Epidemiologist IV,Annual,1,1,107244,107244
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,G 09,4,3407,Epidemiologist III,Annual,3,1,130872,392616
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,0,3401,Manager of Quality Assurance,Annual,1,1,94788,94788
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,1 00,9,3348,Medical Director,Annual,1,1,159036,159036
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 14,1,3091,Assistant Program Director,Annual,1,1,75480,75480
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,G 07,3,2989,Grants Research Specialist,Annual,1,1,82440,82440
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,G 07,3,2989,Grants Research Specialist,Annual,1,1,76248,76248
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,20,2901,Director of Planning  Research and Development,Annual,1,1,92004,92004
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 14,3,2381,Sanitarian II,Annual,2,1,63720,127440
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 10,1,1817,Head Storekeeper,Annual,1,1,49692,49692
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 14,1,1359,Training Officer,Annual,1,1,72048,72048
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,BX 16,20,0729,Information Coordinator,Annual,1,1,70272,70272
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,G 08,4,0635,Senior Programmer/Analyst,Annual,1,1,84084,84084
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 15,1,0627,Senior Telecommunications Specialist,Annual,1,1,69888,69888
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,G 10,4,0625,Chief Programmer/Analyst,Annual,1,1,100848,100848
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,BX 15,20,0380,Director of Administration I,Annual,1,1,58968,58968
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,9,0313,Assistant Commissioner,Annual,1,1,109788,109788
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,9,0311,Projects Administrator,Annual,1,1,121944,121944
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,9,0311,Projects Administrator,Annual,1,1,104712,104712
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,9,0311,Projects Administrator,Annual,1,1,83292,83292
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,9,0311,Projects Administrator,Annual,1,1,80652,80652
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,3 00,0,0310,Project Manager,Annual,1,1,83292,83292
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 12,1,0303,Administrative Assistant III,Annual,2,1,87636,175272
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,B 12,1,0303,Administrative Assistant III,Annual,1,1,52896,52896
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,1632261,1632261
Grant,41,CDPH,0U10,Public Health Emergency Preparedness (PHEP),1005,DEPARTMENT OF PUBLIC HEALTH,2829,Emergency Preparedness,3829,Emergency Preparedness,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,9251,9251
Grant,41,CDPH,0U23,Immunizations and Vaccines for Children,1005,DEPARTMENT OF PUBLIC HEALTH,2820,Vaccine Preventable Diseases,3934,Vaccine Preventable Diseases,0,,SY 06,30,3756,Public Health Nurse III - Excluded,Annual,1,1,97236,97236
Grant,41,CDPH,0U23,Immunizations and Vaccines for Children,1005,DEPARTMENT OF PUBLIC HEALTH,2820,Vaccine Preventable Diseases,3934,Vaccine Preventable Diseases,0,,SZ 06,56,3753,Public Health Nurse III,Annual,1,1,112368,112368
